Магадан;2010-06-21;11.5;8.8;15
Магадан;2010-06-22;8;6.6;12.2
Магадан;2010-06-23;6.9;6.3;7.2
Магадан;2010-06-24;8;6.3;11.2
Магадан;2010-06-25;10.4;8.2;14.8
Магадан;2010-06-26;8.9;7.5;11.1
Магадан;2010-06-27;11;9.4;15.2
Магадан;2010-06-28;11.4;9.6;14.9
Магадан;2010-06-29;11.9;9.7;15.2
Магадан;2010-06-30;10.4;9.4;13.7
Магадан;2010-07-01;14.7;9.4;22.1
Магадан;2010-07-02;14.5;9.5;19.2
Магадан;2010-07-03;15.3;12.1;18.2
Магадан;2010-07-04;14.7;11.8;19.1
Магадан;2010-07-05;13.9;9.8;17.2
Магадан;2010-07-06;18.2;14.1;22.3
Магадан;2010-07-07;17.9;15.7;22.8
Магадан;2010-07-08;14.9;12.1;17.9
Магадан;2010-07-09;12.5;11.8;13.3
Магадан;2010-07-10;13.6;12;16.6
Магадан;2010-07-11;12.2;10.7;14.5
Магадан;2010-07-12;12.9;11.1;15.8
Магадан;2010-07-13;13.7;11.4;16.1
Магадан;2010-07-14;17.4;10.9;25.6
Магадан;2010-07-15;19.1;15.3;24
Магадан;2010-07-16;15;13.6;18.6
Магадан;2010-07-17;14.2;12.2;17
Магадан;2010-07-18;13.8;12.3;15.8
Магадан;2010-07-19;12.8;10.5;15.3
Магадан;2010-07-20;11.9;10.5;13.6
Магадан;2010-07-21;11.8;11.3;12.4
Магадан;2010-07-22;12.2;11.5;12.5
Магадан;2010-07-23;12.3;11.3;12.9
Магадан;2010-07-24;12.8;11.6;14.8
Магадан;2010-07-25;13.6;11.6;16.5
Магадан;2010-07-26;14.2;12.2;16.5
Магадан;2010-07-27;14;12.1;16.7
Магадан;2010-07-28;14.3;13.1;17.2
Магадан;2010-07-29;13.5;12.4;14.9
Магадан;2010-07-30;14;11.9;17.8
Магадан;2010-07-31;14.5;13.5;16.3
Магадан;2010-08-01;14.2;13.1;16.9
Магадан;2010-08-02;14.1;12.3;17.6
Магадан;2010-08-03;12.6;11.4;14.5
Магадан;2010-08-04;12.8;11.5;14.6
Магадан;2010-08-05;12.9;11.7;15.6
Магадан;2010-08-06;11.5;7.4;14.5
Магадан;2010-08-07;12.8;9.1;17.1
Магадан;2010-08-08;14.2;10.7;18.7
Магадан;2010-08-09;14.2;11.6;18.2
Магадан;2010-08-10;12.4;9.6;15.5
Магадан;2010-08-11;14.2;11.9;17.9
Магадан;2010-08-12;11.9;11.1;14.3
Магадан;2010-08-13;11.8;9.6;15.1
Магадан;2010-08-14;12.5;9.1;15
Магадан;2010-08-15;13.6;11.4;16.3
Магадан;2010-08-16;13.3;12.6;15.4
Магадан;2010-08-17;12.9;11.1;15.3
Магадан;2010-08-18;13.8;11.5;18
Магадан;2010-08-19;15.9;12.2;20.5
Магадан;2010-08-20;13.6;10.5;16.7
Магадан;2010-08-21;13;12.7;14.2
Магадан;2010-08-22;12.6;11.7;15.1
Магадан;2010-08-23;13.5;10.9;17.4
Магадан;2010-08-24;12.7;9.9;15.6
Магадан;2010-08-25;12.2;8.6;16.3
Магадан;2010-08-26;12.6;9;16.1
Магадан;2010-08-27;11.7;9.4;13.7
Магадан;2010-08-28;13.8;10.4;18.7
Магадан;2010-08-29;12.5;9.6;15.4
Магадан;2010-08-30;12.6;9.6;16.6
Магадан;2010-08-31;11.4;9.6;13.8
Магадан;2010-09-01;12.5;11.5;13.2
Магадан;2010-09-02;13.9;11.8;17.2
Магадан;2010-09-03;11.3;9.2;14.2
Магадан;2010-09-04;13.9;10.3;18.6
Магадан;2010-09-05;10.4;7.5;13.6
Магадан;2010-09-06;10.7;6.8;15.1
Магадан;2010-09-07;8;5.8;11.4
Магадан;2010-09-08;10.1;8.4;11.5
Магадан;2010-09-09;11.2;9.6;13.2
Магадан;2010-09-10;10.1;9;11.5
Магадан;2010-09-11;11.1;8.8;14.2
Магадан;2010-09-12;9.4;6.4;12.9
Магадан;2010-09-13;10.8;7.9;14.8
Магадан;2010-09-14;8.9;4.9;13.6
Магадан;2010-09-15;8.6;5.5;12.9
Магадан;2010-09-16;7;4.8;8.7
Магадан;2010-09-17;6.9;4.8;10.1
Магадан;2010-09-18;7;5.2;9.1
Магадан;2010-09-19;7.6;5.3;10.8
Магадан;2010-09-20;5.5;2;9
Магадан;2010-09-21;5.7;1.6;10.3
Магадан;2010-09-22;7;4.8;10.2
Магадан;2010-09-23;7.9;5.3;9.7
Магадан;2010-09-24;9.1;6.1;12.7
Магадан;2010-09-25;7.8;5.4;11.1
Магадан;2010-09-26;7.3;5;10.9
Магадан;2010-09-27;4.8;2.3;8.2
Магадан;2010-09-28;3.2;-0.4;6.8
Магадан;2010-09-29;3.4;-1.1;7.7
Магадан;2010-09-30;5;3.9;6.3
Магадан;2010-10-01;3.9;2.2;5
Магадан;2010-10-02;1.7;-0.9;5
Магадан;2010-10-03;1.2;-2.3;5.1
Магадан;2010-10-04;2.4;-1;5.8
Магадан;2010-10-05;4.1;3.3;4.8
Магадан;2010-10-06;4.2;2.4;5.9
Магадан;2010-10-07;4.4;3.2;6.4
Магадан;2010-10-08;3.7;1.8;5.3
Магадан;2010-10-09;2.1;-1.5;4.6
Магадан;2010-10-10;-0.3;-2.8;1.8
Магадан;2010-10-11;1.5;-0.7;5.9
Магадан;2010-10-12;2.5;1.2;5.6
Магадан;2010-10-13;0.9;-1.6;3.6
Магадан;2010-10-14;-0.2;-1.3;1.2
Магадан;2010-10-15;-3;-6.5;0.3
Магадан;2010-10-16;-4.2;-5.8;-0.6
Магадан;2010-10-17;-6.2;-8.8;-3.1
Магадан;2010-10-18;-6.1;-9.1;-1.6
Магадан;2010-10-19;-4.7;-5.7;-3.8
Магадан;2010-10-20;-4.7;-6.1;-3.5
Магадан;2010-10-21;-5.7;-7.8;-3.5
Магадан;2010-10-22;-4.1;-5.9;-1.6
Магадан;2010-10-23;-2.9;-5.4;-0.2
Магадан;2010-10-24;-5.8;-7.2;-1.6
Магадан;2010-10-25;-7.6;-11.6;-4
Магадан;2010-10-26;-8.7;-11.8;-5.5
Магадан;2010-10-27;-7.9;-10.1;-5.4
Магадан;2010-10-28;-8.6;-11.5;-3.8
Магадан;2010-10-29;-7.5;-10.6;-3.2
Магадан;2010-10-30;-7.2;-9.5;-2.8
Магадан;2010-10-31;-8.9;-11.6;-4.6
Магадан;2010-11-01;-9.6;-12.4;-5.7
Магадан;2010-11-02;-8.7;-10.9;-4.3
Магадан;2010-11-03;-11.2;-14.5;-6.8
Магадан;2010-11-04;-9.7;-12.7;-6.4
Магадан;2010-11-05;-6.4;-9.9;-3.2
Магадан;2010-11-06;-3.1;-5;-2.1
Магадан;2010-11-07;-6.4;-8.1;-4.6
Магадан;2010-11-08;-10.7;-13;-7.3
Магадан;2010-11-09;-11.5;-13.7;-8.3
Магадан;2010-11-10;-11.4;-13.7;-8.3
Магадан;2010-11-11;-10.4;-13;-8.4
Магадан;2010-11-12;-4.9;-10.3;-2.2
Магадан;2010-11-13;-6.1;-8;-3.2
Магадан;2010-11-14;-9;-11.8;-5.5
Магадан;2010-11-15;-4;-7.8;-2.2
Магадан;2010-11-16;-5.2;-7.9;-3.6
Магадан;2010-11-17;-8.8;-11;-6.8
Магадан;2010-11-18;-2.1;-6.8;0.4
Магадан;2010-11-19;-1.9;-2.6;-0.8
Магадан;2010-11-20;-3.8;-4.9;-2.2
Магадан;2010-11-21;-5.9;-8.5;-4.8
Магадан;2010-11-22;-10.2;-11.1;-7.9
Магадан;2010-11-23;-4.3;-10;0
Магадан;2010-11-24;-3;-5.1;0.2
Магадан;2010-11-25;-8.1;-12.8;-4.5
Магадан;2010-11-26;-14.7;-16.1;-12.7
Магадан;2010-11-27;-11.5;-16.8;-5.9
Магадан;2010-11-28;-7.2;-9.7;-5.2
Магадан;2010-11-29;-13.9;-15.5;-9.7
Магадан;2010-11-30;-12.2;-15.2;-10.7
Магадан;2010-12-01;-14;-15;-11.8
Магадан;2010-12-02;-14.7;-16;-13.4
Магадан;2010-12-03;-17.3;-18.9;-16
Магадан;2010-12-04;-10.3;-17.1;-5.4
Магадан;2010-12-05;-4;-5.5;-2.3
Магадан;2010-12-06;-0.1;-2.5;1.3
Магадан;2010-12-07;-3;-4.9;-0.2
Магадан;2010-12-08;-3;-4.9;-1.2
Магадан;2010-12-09;0.9;-2.2;2.6
Магадан;2010-12-10;2.3;0.6;4
Магадан;2010-12-11;-0.2;-1.2;1.3
Магадан;2010-12-12;0.7;-2.5;2.4
Магадан;2010-12-13;-1.3;-2.6;0
Магадан;2010-12-14;-4.7;-7.4;-0.5
Магадан;2010-12-15;-5.2;-9.8;-0.4
